left_row_id,key,left_payload
3460,63,80675
3461,73,42463
3462,19,3128
3463,47,23148
3464,14,45529
3465,38,77096
3466,53,68932
3467,61,90926
3468,36,66382
3469,40,99469
3470,81,63750
3471,30,38673
3472,9,13732
3473,64,54513
3474,33,98659
3475,52,51025
3476,89,3833
3477,14,32333
3478,75,12468
3479,53,41026
3480,99,13108
3481,59,77995
3482,78,94203
3483,94,43482
3484,41,2582
3485,68,75119
3486,68,51639
3487,92,8419
3488,8,93628
3489,2,29114
3490,86,84364
3491,41,63045
3492,55,79956
3493,16,61031
3494,93,11815
3495,62,99341
3496,48,10025
3497,30,63289
3498,12,57837
3499,35,7436
3500,11,67085
3501,64,70602
3502,50,88417
3503,85,3408
3504,21,98944
3505,69,32941
3506,48,5667
3507,20,37123
3508,67,25093
3509,44,75646
3510,33,26506
3511,73,36714
3512,61,54388
3513,9,43170
3514,68,73283
3515,35,77512
3516,81,51743
3517,98,40523
3518,88,81133
3519,96,99398
3520,65,3881
3521,8,43455
3522,45,55712
3523,87,43540
3524,47,68322
3525,40,87986
3526,76,14800
3527,54,60103
3528,76,50727
3529,46,48785
3530,47,43334
3531,15,40829
3532,19,69527
3533,26,54363
3534,52,53998
3535,93,50342
3536,22,19074
3537,21,14550
3538,51,83796
3539,38,56921
3540,20,85327
3541,29,75516
3542,51,20317
3543,4,26184
3544,55,93861
3545,71,24625
3546,92,62516
3547,28,85782
3548,4,46706
3549,22,89327
3550,76,26757
3551,45,60391
3552,67,68370
3553,86,70822
3554,66,9590
3555,88,14117
3556,34,73182
3557,91,44787
3558,55,94687
3559,1,76426
3560,72,30287
3561,87,15995
3562,38,90199
3563,6,26640
3564,86,17206
3565,25,56678
3566,82,32931
3567,17,73314
3568,61,93852
3569,12,92510
3570,6,18317
3571,90,27305
3572,27,96059
3573,8,87877
3574,83,85367
3575,65,13404
3576,57,80053
3577,93,84628
3578,99,73496
3579,40,31933
3580,14,96091
3581,35,36702
3582,48,3386
3583,84,99227
3584,56,57242
3585,49,10368
3586,13,65031
3587,61,46506
3588,49,33333
3589,46,85179
3590,62,76326
3591,8,35269
3592,43,86487
3593,20,25564
3594,97,36405
3595,90,55183
3596,39,32992
3597,85,47664
3598,49,65887
3599,64,83849
3600,62,24128
3601,54,57693
3602,9,94390
3603,88,37501
3604,37,33786
3605,49,84147
3606,41,89127
3607,17,94980
3608,88,47998
3609,21,7171
3610,51,13304
3611,59,71744
3612,39,77853
3613,55,35188
3614,41,65035
3615,39,71777
3616,13,1894
3617,64,13754
3618,11,38091
3619,19,64923
3620,11,76769
3621,77,59413
3622,46,56031
3623,45,17510
3624,1,68654
3625,40,36930
3626,19,48292
3627,76,4043
3628,72,62575
3629,72,37202
3630,61,92283
3631,12,14017
3632,61,25023
3633,33,27939
3634,45,43679
3635,90,61721
3636,92,56806
3637,69,74324
3638,8,1987
3639,25,76479
3640,91,82995
3641,46,12162
3642,87,20690
3643,30,94700
3644,47,60925
3645,87,99274
3646,49,74309
3647,47,63746
3648,84,1212
3649,82,230
3650,18,48543
3651,66,14346
3652,68,31820
3653,94,47780
3654,33,82422
3655,36,92245
3656,82,65585
3657,19,19951
3658,28,15174
3659,40,58033
3660,84,99274
3661,97,28037
3662,76,71357
3663,15,14293
3664,41,3053
3665,39,44378
3666,2,89318
3667,63,67839
3668,29,67820
3669,74,15621
3670,66,30462
3671,51,20751
3672,75,98427
3673,77,88720
3674,10,9473
3675,14,69264
3676,82,57603
3677,51,25524
3678,73,30767
3679,39,66061
3680,28,9080
3681,3,8400
3682,84,60727
3683,70,92907
3684,27,16533
3685,2,82358
3686,93,43163
3687,38,3750
3688,3,11354
3689,16,28478
3690,94,24571
3691,40,86374
3692,2,11438
3693,81,38105
3694,41,63371
3695,12,4552
3696,35,68360
3697,65,54881
3698,55,12917
3699,45,80704
3700,79,41446
3701,90,47637
3702,85,73928
3703,62,78195
3704,49,29686
3705,95,51135
3706,25,88917
3707,23,94456
3708,24,67848
3709,38,39994
3710,28,44334
3711,21,58866
3712,54,79097
3713,18,49757
3714,36,61193
3715,99,60687
3716,45,48734
3717,73,25994
3718,53,30493
3719,30,20982
3720,60,24144
3721,98,77604
3722,32,89453
3723,67,60278
3724,67,49991
3725,28,62889
3726,44,69352
3727,79,97373
3728,41,50000
3729,63,70310
3730,23,12447
3731,75,30734
3732,48,76001
3733,32,48633
3734,57,21577
3735,100,3321
3736,33,10751
3737,24,53464
3738,39,26573
3739,34,17949
3740,56,38827
3741,28,89052
3742,37,27868
3743,7,60232
3744,68,66263
3745,37,91357
3746,56,72234
3747,65,44679
3748,65,12964
3749,47,64361
3750,20,49435
3751,19,66618
3752,29,20270
3753,74,76313
3754,60,97353
3755,18,79733
3756,92,81495
3757,35,88906
3758,43,77226
3759,95,82868
3760,91,37529
3761,11,78973
3762,49,65603
3763,38,96262
3764,64,90749
3765,69,33333
3766,8,90938
3767,34,78930
3768,48,69207
3769,56,91138
3770,76,2252
3771,65,45718
3772,31,99109
3773,4,27028
3774,50,97383
3775,69,86552
3776,30,9584
3777,88,50388
3778,59,23105
3779,67,12225
3780,75,60625
3781,45,56059
3782,4,96373
3783,26,29300
3784,27,78573
3785,46,85470
3786,64,77929
3787,91,73475
3788,51,4142
3789,50,23351
3790,6,75083
3791,59,70872
3792,15,5078
3793,30,46016
3794,42,71148
3795,37,59181
3796,42,40858
3797,35,59841
3798,87,59903
3799,6,5578
3800,68,20003
3801,18,50712
3802,73,39452
3803,29,99812
3804,77,49104
3805,59,28648
3806,47,34832
3807,17,96499
3808,96,95120
3809,22,66831
3810,68,80633
3811,69,36834
3812,37,92865
3813,49,24399
3814,13,61555
3815,34,50756
3816,86,17707
3817,53,22341
3818,87,64995
3819,51,63885
3820,3,84362
3821,42,17483
3822,98,54226
3823,32,58850
3824,51,74855
3825,85,41257
3826,46,81111
3827,21,14651
3828,44,46119
3829,11,28931
3830,68,85708
3831,1,11802
3832,92,51361
3833,63,87909
3834,24,16560
3835,99,32335
3836,13,13289
3837,98,22399
3838,11,76231
3839,100,12192
3840,51,18052
3841,17,61716
3842,99,10738
3843,82,65141
3844,86,25252
3845,24,50976
3846,19,5148
3847,37,50509
3848,85,52225
3849,8,19644
3850,28,38968
3851,5,98851
3852,17,40734
3853,36,84004
3854,19,34809
3855,64,67289
3856,91,58960
3857,98,1850
3858,11,68179
3859,54,67137
3860,45,60741
3861,47,86323
3862,12,44566
3863,21,20184
3864,11,1133
3865,92,38260
3866,5,96613
3867,81,63669
3868,56,38564
3869,20,92228
3870,41,10932
3871,46,73170
3872,12,50640
3873,70,58902
3874,17,1045
3875,19,46692
3876,26,24364
3877,48,46695
3878,52,1583
3879,96,79911
3880,70,66845
3881,55,21302
3882,100,74330
3883,75,1621
3884,33,62225
3885,62,56656
3886,88,95420
3887,23,37535
3888,15,39391
3889,27,71630
3890,75,55857
3891,64,49253
3892,81,55810
3893,51,22260
3894,53,20656
3895,78,33006
3896,91,31630
3897,82,23611
3898,92,57185
3899,51,21603
3900,47,85946
3901,4,11111
3902,7,6074
3903,35,80819
3904,48,10196
3905,73,1538
3906,72,17139
3907,45,44329
3908,81,46203
3909,81,40165
3910,97,89744
3911,96,54660
3912,72,86156
3913,19,49693
3914,63,24846
3915,38,89847
3916,67,30563
3917,59,28037
3918,69,60753
3919,13,74234
3920,47,83050
3921,61,68682
3922,31,27819
3923,80,30545
3924,96,62533
3925,22,78637
3926,93,57706
3927,86,20105
3928,43,69604
3929,67,59026
3930,54,96265
3931,10,32318
3932,42,31417
3933,64,42013
3934,21,68046
3935,80,21401
3936,76,48271
3937,66,72070
3938,41,49834
3939,24,63645
3940,35,80207
3941,56,69469
3942,30,59474
3943,57,45810
3944,94,38329
3945,47,36785
3946,35,23724
3947,19,60647
3948,8,66256
3949,26,75
3950,71,26499
3951,30,65523
3952,7,96882
3953,67,20542
3954,65,45930
3955,36,26029
3956,25,29546
3957,37,79570
3958,1,31674
3959,15,30975
3960,37,58900
3961,13,23098
3962,8,93145
3963,5,64825
3964,60,23526
3965,73,57805
3966,1,15044
3967,36,41847
3968,35,77262
3969,66,50228
3970,63,53029
3971,23,37384
3972,9,29484
3973,34,7266
3974,46,22764
3975,78,75653
3976,4,15734
3977,30,91039
3978,95,37421
3979,75,9248
3980,99,23841
3981,72,65150
3982,3,21059
3983,14,34930
3984,60,84172
3985,77,91165
3986,45,31363
3987,96,86490
3988,34,84665
3989,45,47357
3990,61,77598
3991,83,6042
3992,16,78210
3993,66,61955
3994,40,61870
3995,17,21060
3996,34,99865
3997,16,44723
3998,60,17549
3999,66,15079
4000,66,5420
4001,90,35491
4002,13,76087
4003,56,58761
4004,31,30338
4005,34,1469
4006,39,24310
4007,67,66345
4008,8,90284
4009,87,72256
4010,78,81900
4011,55,28719
4012,27,94338
4013,93,37842
4014,53,73549
4015,39,83566
4016,65,46661
4017,17,50282
4018,30,768
4019,53,3896
4020,13,58027
4021,21,42969
4022,19,40098
4023,53,15333
4024,19,14622
4025,57,76871
4026,25,18175
4027,86,99190
4028,31,40503
4029,81,36675
4030,55,37261
4031,23,42499
4032,32,67610
4033,62,49465
4034,74,71806
4035,10,64920
4036,100,54470
4037,72,17195
4038,54,26812
4039,52,72378
4040,20,43724
4041,32,75236
4042,14,76299
4043,50,59239
4044,28,2148
4045,53,98920
4046,24,99252
4047,79,38446
4048,22,53804
4049,30,61109
4050,63,2014
4051,4,85618
4052,77,82411
4053,59,53503
4054,87,37756
4055,8,8734
4056,82,9480
4057,12,75362
4058,31,21305
4059,78,35695
4060,34,81172
4061,82,86297
4062,98,9491
4063,75,21253
4064,76,6863
4065,49,69960
4066,79,10451
4067,57,56023
4068,95,61992
4069,93,40928
4070,26,88091
4071,18,49854
4072,96,31827
4073,86,42880
4074,38,57266
4075,81,72362
4076,87,77991
4077,88,89788
4078,50,86185
4079,8,40737
4080,41,24531
4081,6,78053
4082,69,47059
4083,44,74095
4084,64,74256
4085,29,4887
4086,28,93722
4087,11,37388
4088,65,21576
4089,19,39644
4090,9,10101
4091,27,60357
4092,34,7857
4093,44,38170
4094,68,28805
4095,100,35791
4096,82,30989
4097,15,76449
4098,51,38507
4099,13,87905
4100,83,67307
4101,49,12306
4102,70,9970
4103,56,12405
4104,76,8990
4105,51,65306
4106,37,35984
4107,17,39463
4108,58,19361
4109,87,85658
4110,90,26288
4111,29,65473
4112,33,61314
4113,60,34161
4114,91,6790
4115,89,27182
4116,55,14386
4117,10,82598
4118,47,65642
4119,23,44248
4120,85,86674
4121,21,5545
4122,13,13276
4123,33,63249
4124,24,34551
4125,11,53694
4126,17,19642
4127,68,71750
4128,47,80022
4129,25,15606
4130,94,50714
4131,73,20391
4132,21,75404
4133,84,58467
4134,83,3982
4135,83,9494
4136,12,71219
4137,37,71319
4138,42,95336
4139,17,16985
4140,48,22761
4141,28,91530
4142,41,1525
4143,99,49403
4144,47,91657
4145,18,65615
4146,78,35892
4147,99,91010
4148,71,39833
4149,13,45837
4150,82,73954
4151,13,13363
4152,100,66746
4153,31,37922
4154,2,70435
4155,16,18563
4156,9,64511
4157,73,76408
4158,38,7611
4159,75,92919
4160,54,15792
4161,56,58048
4162,86,67907
4163,97,19666
4164,100,70247
4165,87,65865
4166,45,46452
4167,34,86149
4168,9,45891
4169,88,6795
4170,8,32889
4171,7,6750
4172,36,46532
4173,18,20609
4174,3,80987
4175,28,69212
4176,70,83997
4177,44,56018
4178,21,57677
4179,28,11561
4180,54,54402
4181,54,50469
4182,65,32464
4183,100,31664
4184,21,68707
4185,99,58774
4186,13,33124
4187,57,94347
4188,49,9719
4189,54,62638
4190,10,29
4191,53,62371
4192,44,47600
4193,47,17398
4194,53,45407
4195,74,47658
4196,46,67561
4197,13,13504
4198,37,54944
4199,24,75840
4200,2,82675
4201,86,25346
4202,81,50391
4203,100,95042
4204,14,59558
4205,10,65055
4206,35,1907
4207,25,40168
4208,3,7962
4209,17,26141
4210,12,58702
4211,54,77568
4212,24,80665
4213,29,81200
4214,43,99765
4215,25,81219
4216,100,80730
4217,60,28562
4218,90,50569
4219,65,73303
4220,84,95381
4221,28,94969
4222,16,29505
4223,47,37147
4224,81,40298
4225,92,86395
4226,58,68608
4227,76,16940
4228,27,90468
4229,53,50716
4230,42,44461
4231,59,66577
4232,47,68223
4233,94,12667
4234,34,62120
4235,37,35322
4236,6,1780
4237,7,13187
4238,96,16460
4239,96,86247
4240,25,87756
4241,33,5058
4242,55,60664
4243,58,18734
4244,7,19158
4245,57,35031
4246,12,19614
4247,16,83029
4248,80,86283
4249,43,5189
4250,100,29681
4251,77,60120
4252,7,74401
4253,100,55719
4254,51,36446
4255,73,5797
4256,32,47219
4257,75,39132
4258,8,8124
4259,97,8223
4260,87,24075
4261,89,29826
4262,72,36840
4263,45,68323
4264,86,56322
4265,59,99175
4266,4,25989
4267,67,35508
4268,29,99245
4269,29,98645
4270,98,95252
4271,98,23807
4272,28,36902
4273,77,17044
4274,79,75762
4275,87,9753
4276,44,68994
4277,90,42617
4278,4,52128
4279,90,74778
4280,9,454
4281,5,75433
4282,56,87363
4283,96,10977
4284,84,99123
4285,50,70405
4286,75,81933
4287,15,97171
4288,32,77708
4289,28,89648
4290,22,33689
4291,17,86841
4292,59,93790
4293,90,96517
4294,71,2018
4295,57,7958
4296,26,4793
4297,25,55983
4298,10,13238
4299,45,51587
4300,83,81788
4301,11,19253
4302,77,10708
4303,53,34207
4304,72,94277
4305,68,3544
4306,95,44136
4307,28,35032
4308,75,42930
4309,65,65748
4310,49,57852
4311,47,55312
4312,52,65868
4313,88,88781
4314,54,57197
4315,60,73706
4316,57,57895
4317,47,87641
4318,31,14592
4319,46,97248
4320,26,48894
4321,5,728
4322,84,21360
4323,52,43823
4324,75,88535
4325,54,10930
4326,33,60092
4327,50,80379
4328,38,23520
4329,27,17394
4330,98,34319
4331,15,74532
4332,96,94193
4333,61,47935
4334,21,81104
4335,46,28841
4336,69,89368
4337,6,13266
4338,38,5425
4339,62,20626
4340,86,79623
4341,62,29188
4342,82,35930
4343,78,61893
4344,74,20540
4345,46,56631
4346,13,90640
4347,95,93411
4348,94,9216
4349,3,39386
4350,94,87581
4351,6,77463
4352,93,97038
4353,8,95311
4354,44,25009
4355,33,48929
4356,81,83097
4357,75,89877
4358,77,24977
4359,50,27627
4360,11,98257
4361,95,59790
4362,28,4701
4363,70,63646
4364,41,73397
4365,16,7527
4366,68,39501
4367,99,68050
4368,48,73367
4369,56,80318
4370,64,59118
4371,59,56097
4372,90,7911
4373,62,81384
4374,76,71186
4375,11,50249
4376,89,74657
4377,18,1952
4378,19,65213
4379,87,75702
4380,55,79889
4381,82,75283
4382,26,94534
4383,6,41955
4384,4,89720
4385,29,8805
4386,59,92706
4387,98,596
4388,17,29593
4389,43,40644
4390,80,62666
4391,66,20824
4392,34,5973
4393,8,15883
4394,13,66395
4395,8,71056
4396,94,23770
4397,96,25021
4398,100,42749
4399,94,85375
4400,65,44913
4401,43,12880
4402,39,33799
4403,81,89827
4404,59,46074
4405,84,75792
4406,88,66984
4407,86,43006
4408,93,94732
4409,86,2851
4410,44,28401
4411,9,11954
4412,37,23536
4413,74,75537
4414,36,75040
4415,92,81030
4416,28,4056
4417,42,38171
4418,43,97945
4419,85,99977
4420,88,28252
4421,42,4533
4422,66,4925
4423,55,48038
4424,72,78083
4425,48,92116
4426,91,71622
4427,22,77927
4428,27,78817
4429,93,89655
4430,67,70401
4431,13,99526
4432,45,92386
4433,10,93103
4434,100,10703
4435,9,15386
4436,54,9337
4437,27,65422
4438,34,31226
4439,1,36022
4440,32,3783
4441,89,88878
4442,93,89631
4443,71,49112
4444,67,89403
4445,84,84586
4446,20,42720
4447,94,96529
4448,35,49038
4449,99,80104
4450,91,3514
4451,90,13336
4452,78,44141
4453,17,80374
4454,18,77659
4455,45,34841
4456,93,31008
4457,84,56948
4458,53,93221
4459,91,26394
4460,82,57481
4461,68,88291
4462,65,86336
4463,1,9108
4464,58,5994
4465,26,96342
4466,20,93651
4467,87,52067
4468,10,42943
4469,59,16139
4470,75,44528
4471,41,9191
4472,5,92260
4473,65,78423
4474,17,55699
4475,22,82316
4476,98,93711
4477,41,29087
4478,93,17323
4479,68,83570
4480,69,85611
4481,11,3436
4482,56,53332
4483,51,28943
4484,21,59636
4485,99,29060
4486,76,57558
4487,26,52390
4488,19,53015
4489,60,32827
4490,71,30298
4491,47,43891
4492,71,21323
4493,26,35740
4494,40,9720
4495,5,79554
4496,21,8315
4497,78,93832
4498,4,75165
4499,23,77029
4500,84,36114
4501,15,15358
4502,93,98866
4503,8,20366
4504,41,39030
4505,19,1738
4506,46,74633
4507,28,85475
4508,91,78219
4509,68,27500
4510,15,46158
4511,99,56248
4512,37,41035
4513,1,295
4514,67,98073
4515,24,24597
4516,27,98186
4517,40,11435
4518,63,58383
4519,61,38099
4520,36,4656
4521,98,83030
4522,93,46229
4523,24,3772
4524,24,74100
4525,4,56800
4526,67,62258
4527,34,17559
4528,57,99469
4529,49,58437
4530,87,92104
4531,53,32377
4532,23,87459
4533,69,77925
4534,95,29333
4535,53,46738
4536,62,89032
4537,41,73971
4538,57,51953
4539,60,20992
4540,54,27473
4541,70,59947
4542,57,26850
4543,10,1542
4544,40,2766
4545,7,43075
4546,38,29284
4547,85,770
4548,61,17807
4549,84,90519
4550,3,2973
4551,51,18257
4552,86,18654
4553,47,86670
4554,68,39340
4555,92,25758
4556,76,42400
4557,38,44014
4558,36,97606
4559,41,14707
4560,69,38232
4561,13,27910
4562,87,76632
4563,58,57573
4564,50,85880
4565,30,63768
4566,62,26470
4567,25,1314
4568,27,7848
4569,51,50223
4570,78,74703
4571,57,9931
4572,47,3286
4573,100,35864
4574,39,16705
4575,16,18706
4576,22,556
4577,85,21324
4578,54,70969
4579,21,66923
4580,72,53916
4581,16,10620
4582,59,72391
4583,31,59275
4584,42,73174
4585,74,21226
4586,32,26740
4587,59,47709
4588,34,53020
4589,9,76155
4590,81,7374
4591,11,35282
4592,96,20188
4593,10,67864
4594,86,97928
4595,17,84086
4596,68,39221
4597,48,7643
4598,52,79972
4599,25,55557
4600,21,33761
4601,65,38193
4602,63,4382
4603,89,96584
4604,51,19559
4605,36,30783
4606,81,4783
4607,88,91418
4608,66,54713
4609,15,94946
4610,96,19463
4611,39,60031
4612,70,68520
4613,1,56412
4614,23,55207
4615,39,97470
4616,57,46951
4617,81,2524
4618,34,60927
4619,41,9678
4620,93,75829
4621,73,15090
4622,13,4582
4623,70,11908
4624,6,5610
4625,84,51154
4626,52,50540
4627,3,44144
4628,81,22937
4629,63,50183
4630,49,99525
4631,76,95043
4632,47,13164
4633,55,59759
4634,64,46058
4635,65,12538
4636,81,22420
4637,67,42579
4638,90,74992
4639,15,74600
4640,100,835
4641,32,32215
4642,96,92935
4643,68,2414
4644,18,9506
4645,83,2106
4646,43,68105
4647,35,58409
4648,78,37680
4649,58,99097
4650,33,79732
4651,14,65132
4652,34,64281
4653,61,15763
4654,4,58704
4655,88,81435
4656,59,63080
4657,29,21578
4658,83,1215
4659,6,86340
4660,97,48115
4661,49,89235
4662,40,63231
4663,83,32981
4664,65,67195
4665,69,77807
4666,27,37793
4667,80,45808
4668,6,22302
4669,13,5142
4670,64,13778
4671,62,38347
4672,99,54704
4673,19,94978
4674,76,47820
4675,80,28470
4676,43,3846
4677,74,23291
4678,89,30700
4679,20,44253
4680,95,98683
4681,68,3294
4682,44,57090
4683,23,16609
4684,2,66274
4685,22,16620
4686,57,78007
4687,72,87909
4688,7,81654
4689,78,14780
4690,56,51041
4691,67,94831
4692,16,56326
4693,83,21631
4694,51,12179
4695,82,19936
4696,80,47259
4697,72,22785
4698,97,63723
4699,12,23028
4700,53,96545
4701,75,57854
4702,5,67360
4703,27,72389
4704,12,78609
4705,17,76670
4706,6,15112
4707,97,32313
4708,5,24162
4709,57,67314
4710,28,50375
4711,78,24015
4712,69,80309
4713,59,46390
4714,33,18162
4715,62,7491
4716,50,24503
4717,19,35758
4718,86,41112
4719,69,98274
4720,66,83246
4721,94,58646
4722,47,59056
4723,39,8999
4724,68,28907
4725,33,70193
4726,13,50478
4727,84,36902
4728,54,91272
4729,7,52022
4730,79,29093
4731,87,1243
4732,14,1832
4733,87,50722
4734,19,28512
4735,54,72783
4736,93,97004
4737,20,18303
4738,29,55569
4739,24,3233
4740,82,51508
4741,63,76509
4742,74,10684
4743,57,23665
4744,8,33173
4745,90,83642
4746,62,64341
4747,29,87237
4748,74,11018
4749,17,36614
4750,66,86131
4751,6,76921
4752,58,30349
4753,69,16449
4754,28,9492
4755,62,78649
4756,41,96558
4757,69,58760
4758,82,44554
4759,90,969
4760,84,369
4761,41,73961
4762,49,35011
4763,91,54155
4764,49,35852
4765,76,25497
4766,71,30937
4767,3,78859
4768,10,67006
4769,98,37494
4770,89,69796
4771,35,36391
4772,80,10293
4773,2,92378
4774,24,28366
4775,74,17208
4776,38,22913
4777,22,80772
4778,26,56573
4779,43,99084
4780,55,19277
4781,39,97460
4782,91,5535
4783,29,92006
4784,20,35671
4785,91,62148
4786,41,98100
4787,54,36487
4788,20,65558
4789,19,34269
4790,84,81336
4791,99,26337
4792,66,3642
4793,30,87133
4794,53,32960
4795,34,13307
4796,22,46183
4797,67,74124
4798,6,56327
4799,79,96896
4800,27,21499
4801,10,70199
4802,73,27198
4803,97,20720
4804,96,90202
4805,48,25033
4806,70,59625
4807,59,78178
4808,100,41965
4809,59,30029
4810,2,54647
4811,29,81188
4812,68,8537
4813,65,56748
4814,83,45713
4815,26,6274
4816,89,71821
4817,10,91229
4818,53,74354
4819,79,94492
4820,59,92092
4821,22,85915
4822,51,50831
4823,48,17128
4824,21,83489
4825,22,11540
4826,100,46762
4827,98,46220
4828,30,14693
4829,25,83657
4830,28,13335
4831,65,28616
4832,45,7904
4833,68,28528
4834,7,15630
4835,49,58009
4836,9,83277
4837,36,99319
4838,83,26709
4839,1,10861
4840,10,17439
4841,36,67301
4842,73,71546
4843,46,20843
4844,32,60214
4845,32,42373
4846,6,98972
4847,48,68907
4848,38,38745
4849,17,57443
4850,74,85991
4851,27,3651
4852,54,45118
4853,50,91245
4854,35,52773
4855,85,3191
4856,25,48114
4857,28,8790
4858,15,32126
4859,4,98696
4860,93,17460
4861,73,35419
4862,27,47086
4863,26,18769
4864,19,49962
4865,92,81100
4866,17,27886
4867,43,87422
4868,41,61083
4869,42,6896
4870,50,50312
4871,84,89495
4872,40,67068
4873,39,71018
4874,23,23933
4875,96,21361
4876,52,54848
4877,47,90366
4878,63,85469
4879,97,38932
4880,69,55824
4881,43,38033
4882,48,81427
4883,34,18808
4884,40,11768
4885,75,8072
4886,61,53414
4887,50,26150
4888,67,15541
4889,62,70249
4890,58,91738
4891,33,85436
4892,75,19788
4893,16,20983
4894,82,22607
4895,94,10151
4896,48,85930
4897,10,46937
4898,82,93287
4899,38,8594
4900,19,17359
4901,36,82144
4902,59,37382
4903,63,90348
4904,77,28075
4905,46,20596
4906,3,44195
4907,74,49378
4908,65,26854
4909,91,73720
4910,8,20662
4911,51,50494
4912,81,36496
4913,73,13704
4914,6,53081
4915,89,30816
4916,39,29566
4917,60,63322
4918,28,58454
4919,97,88479
4920,54,33162
4921,37,55992
4922,9,9717
4923,82,33350
4924,56,47099
4925,59,133
4926,85,51991
4927,2,68922
4928,61,36539
4929,58,99280
4930,60,7214
4931,40,44224
4932,36,91656
4933,37,68372
4934,79,68275
4935,92,4135
4936,18,91429
4937,98,39602
4938,63,73890
4939,22,15691
4940,11,1910
4941,58,91240
4942,57,80033
4943,77,12063
4944,4,75387
4945,86,93238
4946,7,34732
4947,61,5154
4948,54,10482
4949,88,99271
4950,68,66426
4951,92,63601
4952,79,84982
4953,1,71998
4954,55,28206
4955,3,88888
4956,78,81543
4957,38,44150
4958,1,49113
4959,38,10941
4960,85,59011
4961,29,76795
4962,5,24486
4963,74,89300
4964,92,1068
4965,21,20608
4966,71,61598
4967,67,74555
4968,47,48522
4969,84,15188
4970,83,3986
4971,35,43053
4972,68,19564
4973,69,47323
4974,1,61246
4975,68,51515
4976,12,18609
4977,60,67263
4978,27,92119
4979,56,71328
4980,23,57226
4981,25,73995
4982,21,17222
4983,61,48507
4984,63,20969
4985,52,82607
4986,88,27938
4987,25,62436
4988,55,49509
4989,46,41832
4990,32,42934
4991,55,47308
4992,96,48341
4993,5,86339
4994,36,43602
4995,49,75957
4996,58,72179
4997,39,85312
4998,80,28755
4999,97,43311
